Order ID,Order Date,Customer ID,Product Name,Category,Region,Sales,Profit
US-2017-100930,2017-07-04,CS-12400,Bush Advantage Collection Round Conference Table,Furniture,South,233.86,-102.048
US-2017-100930,2017-07-04,CS-12400,Bretford Rectangular Conference Table Tops,Furniture,South,620.6145,-248.2458
US-2017-100930,2017-07-04,CS-12400,GBC Instant Index System for Binding Systems,Office Supplies,South,5.328,-3.552
US-2017-100930,2017-07-04,CS-12400,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,South,258.072,0.0
US-2017-100930,2017-07-04,CS-12400,Logitech P710e Mobile Speakerphone,Technology,South,617.976,-7.7247
CA-2017-160514,2017-12-11,DB-13120,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,West,10.56,4.752
CA-2016-157749,2016-04-06,KL-16645,Xerox 1957,Office Supplies,Central,25.92,9.396
CA-2016-157749,2016-04-06,KL-16645,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture,Central,419.68,-356.728
CA-2016-157749,2016-04-06,KL-16645,Staple-based wall hangings,Furniture,Central,11.688,-4.6752
CA-2016-157749,2016-04-06,KL-16645,PureGear Roll-On Screen Protector,Technology,Central,31.984,11.1944
CA-2016-157749,2016-04-06,KL-16645,KI Conference Tables,Furniture,Central,177.225,-120.513
CA-2016-157749,2016-04-06,KL-16645,Eldon 100 Class Desk Accessories,Furniture,Central,4.044,-2.8308
CA-2016-157749,2016-04-06,KL-16645,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,Central,7.408,1.2038
CA-2014-131926,2014-01-06,DW-13480,Global Deluxe High-Back Manager's Chair,Furniture,Central,2001.86,580.5394
CA-2014-131926,2014-01-06,DW-13480,Safco Steel Mobile File Cart,Office Supplies,Central,166.72,41.68
CA-2014-131926,2014-01-06,DW-13480,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,Central,47.88,23.94
CA-2014-131926,2014-01-06,DW-13480,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Central,1503.25,496.0725
CA-2014-131926,2014-01-06,DW-13480,Xerox 205,Office Supplies,Central,25.92,12.4416
CA-2016-154739,2016-10-12,LH-17155,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,West,321.568,28.1372
CA-2016-145625,2016-11-09,KC-16540,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Office Supplies,West,7.61,3.5767
CA-2016-145625,2016-11-09,KC-16540,Logitech P710e Mobile Speakerphone,Technology,West,3347.37,636.0003
CA-2016-146941,2016-10-12,DL-13315,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,East,80.58,22.5624
CA-2016-146941,2016-10-12,DL-13315,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,East,361.92,162.864
CA-2017-163139,2017-01-12,CC-12670,Sabrent 4-Port USB 2.0 Hub,Technology,East,20.37,6.9258
CA-2017-163139,2017-01-12,CC-12670,Safco Industrial Shelving,Office Supplies,East,221.55,6.6465
CA-2017-163139,2017-01-12,CC-12670,Acco 3-Hole Punch,Office Supplies,East,17.52,6.132
US-2017-155299,2017-08-06,Dl-13600,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Office Supplies,Central,1.624,-4.466
CA-2016-125318,2016-06-06,RC-19825,Cisco Small Business SPA 502G VoIP phone,Technology,Central,328.224,28.7196
CA-2015-155040,2015-10-11,AH-10210,Microsoft Sculpt Comfort Mouse,Technology,West,79.9,35.156
US-2017-145366,2017-09-12,CA-12310,Safco Commercial Shelving,Office Supplies,East,37.208,-7.4416
US-2017-145366,2017-09-12,CA-12310,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,East,57.576,21.591
CA-2015-130890,2015-02-11,JO-15280,"Bevis Round Bullnose 29"" High Table Top",Furniture,West,1038.84,51.942
CA-2015-144253,2015-04-05,AS-10225,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,East,26.8,12.864
CA-2014-111003,2014-01-06,CR-12625,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,East,45.48,20.9208
CA-2014-111003,2014-01-06,CR-12625,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Office Supplies,East,289.2,83.868
CA-2016-142902,2016-12-09,BP-11185,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,West,15.136,3.5948
CA-2016-142902,2016-12-09,BP-11185,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,West,466.768,52.5114
CA-2016-142902,2016-12-09,BP-11185,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,West,15.232,1.7136
CA-2016-142902,2016-12-09,BP-11185,Avery 509,Office Supplies,West,6.264,2.0358
CA-2014-167850,2014-09-08,AG-10525,AT&T 1070 Corded Phone,Technology,South,178.384,22.298
CA-2014-167850,2014-09-08,AG-10525,Xerox 21,Office Supplies,South,15.552,5.4432
CA-2014-164973,2014-04-11,NM-18445,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,East,135.882,24.1568
CA-2014-164973,2014-04-11,NM-18445,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,Technology,East,3991.98,1995.99
CA-2014-164973,2014-04-11,NM-18445,Panasonic Kx-TS550,Technology,East,275.94,80.0226
CA-2014-164973,2014-04-11,NM-18445,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Technology,East,360.0,129.6
CA-2014-164973,2014-04-11,NM-18445,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,East,43.57,13.071
CA-2017-153339,2017-03-11,DJ-13510,Telescoping Adjustable Floor Lamp,Furniture,South,15.992,0.9995
CA-2015-137946,2015-01-09,DB-13615,Storex Dura Pro Binders,Office Supplies,West,4.752,1.6038
CA-2015-137946,2015-01-09,DB-13615,Hewlett Packard LaserJet 3310 Copier,Technology,West,959.984,335.9944
CA-2015-137946,2015-01-09,DB-13615,Avery Non-Stick Binders,Office Supplies,West,14.368,4.49
CA-2014-129924,2014-12-07,AC-10420,Tuff Stuff Recycled Round Ring Binders,Office Supplies,West,7.712,2.7956
CA-2014-129924,2014-12-07,AC-10420,Hon 5100 Series Wood Tables,Furniture,West,698.352,-17.4588
CA-2017-134306,2017-08-07,TD-20995,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,East,7.56,3.0996
CA-2017-134306,2017-08-07,TD-20995,Easy-staple paper,Office Supplies,East,24.56,11.5432
CA-2017-134306,2017-08-07,TD-20995,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,East,12.96,4.1472
CA-2016-129714,2016-01-09,AB-10060,Sabrent 4-Port USB 2.0 Hub,Technology,East,6.79,2.3086
CA-2016-129714,2016-01-09,AB-10060,Xerox 1881,Office Supplies,East,24.56,11.5432
CA-2016-129714,2016-01-09,AB-10060,Acco Hanging Data Binders,Office Supplies,East,3.048,1.0668
CA-2016-129714,2016-01-09,AB-10060,Xerox 1881,Office Supplies,East,49.12,23.0864
CA-2016-129714,2016-01-09,AB-10060,GBC DocuBind P400 Electric Binding System,Office Supplies,East,4355.168,1415.4296
CA-2016-138520,2016-08-04,JL-15505,Sauder Barrister Bookcases,Furniture,East,388.704,-4.8588
CA-2016-138520,2016-08-04,JL-15505,"#10 Gummed Flap White Envelopes, 100/Box",Office Supplies,East,8.26,3.7996
CA-2016-138520,2016-08-04,JL-15505,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,East,17.04,6.9864
CA-2016-138520,2016-08-04,JL-15505,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Office Supplies,East,34.4,15.824
CA-2017-155698,2017-08-03,VB-21745,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Office Supplies,South,647.84,168.4384
CA-2017-155698,2017-08-03,VB-21745,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Office Supplies,South,20.7,9.936
CA-2015-122756,2015-03-12,DK-13225,Lexmark MarkNet N8150 Wireless Print Server,Technology,East,482.34,-337.638
CA-2015-122756,2015-03-12,DK-13225,3M Hangers With Command Adhesive,Furniture,East,2.96,0.777
CA-2017-101798,2017-11-12,MV-18190,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,East,23.36,7.884
CA-2017-101798,2017-11-12,MV-18190,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,East,39.98,13.5932
US-2014-134971,2014-07-06,BP-11095,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,Central,12.462,-20.5623
CA-2016-108987,2016-08-09,AG-10675,Super Decoflex Portable Personal File,Office Supplies,Central,35.952,3.5952
CA-2016-108987,2016-08-09,AG-10675,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Furniture,Central,2396.2656,-317.1528
CA-2016-108987,2016-08-09,AG-10675,"Contico 72""H Heavy-Duty Storage System",Office Supplies,Central,131.136,-32.784
CA-2016-108987,2016-08-09,AG-10675,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,Central,57.584,0.7198
CA-2017-117457,2017-08-12,KH-16510,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,West,179.95,37.7895
CA-2017-117457,2017-08-12,KH-16510,Sharp AL-1530CS Digital Copier,Technology,West,1199.976,434.9913
CA-2017-117457,2017-08-12,KH-16510,"Wirebound Message Book, 4 per Page",Office Supplies,West,27.15,13.3035
CA-2017-117457,2017-08-12,KH-16510,"Bevis Round Conference Table Top, X-Base",Furniture,West,1004.024,-112.9527
CA-2017-117457,2017-08-12,KH-16510,"Wirebound Service Call Books, 5 1/2"" x 4""",Office Supplies,West,9.68,4.6464
CA-2017-117457,2017-08-12,KH-16510,Self-Adhesive Removable Labels,Office Supplies,West,28.35,13.608
CA-2017-117457,2017-08-12,KH-16510,Xerox 1908,Office Supplies,West,55.98,27.4302
CA-2017-117457,2017-08-12,KH-16510,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,West,1336.829,31.4548
CA-2017-117457,2017-08-12,KH-16510,Novimex High-Tech Fabric Mesh Task Chair,Furniture,West,113.568,-18.4548
CA-2017-142636,2017-03-11,KC-16675,Xerox 191,Office Supplies,West,139.86,65.7342
CA-2017-142636,2017-03-11,KC-16675,Global Deluxe Office Fabric Chairs,Furniture,West,307.136,26.8744
CA-2017-154816,2017-06-11,VB-21745,Xerox 1987,Office Supplies,South,5.78,2.8322
CA-2017-110478,2017-04-03,SP-20860,American Pencil,Office Supplies,West,9.32,2.7028
CA-2017-110478,2017-04-03,SP-20860,"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies,West,15.25,7.015
CA-2014-101476,2014-12-09,SD-20485,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Technology,East,69.99,30.0957
CA-2017-152275,2017-01-10,KH-16630,Design Ebony Sketching Pencil,Office Supplies,Central,6.672,0.5004
CA-2016-127369,2016-06-06,DB-13060,Letter Size Cart,Office Supplies,East,714.3,207.147
CA-2016-147375,2016-12-06,PO-19180,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Technology,Central,1007.979,43.1991
CA-2016-147375,2016-12-06,PO-19180,Xerox 1908,Office Supplies,Central,313.488,113.6394
CA-2016-115756,2016-05-09,PK-19075,Aluminum Document Frame,Furniture,Central,12.22,3.666
CA-2016-115756,2016-05-09,PK-19075,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,Central,194.94,23.3928
CA-2016-115756,2016-05-09,PK-19075,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Office Supplies,Central,70.95,20.5755
CA-2016-115756,2016-05-09,PK-19075,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,Central,91.36,42.0256
CA-2016-115756,2016-05-09,PK-19075,Office Star - Ergonomically Designed Knee Chair,Furniture,Central,242.94,29.1528
CA-2016-115756,2016-05-09,PK-19075,Avery 520,Office Supplies,Central,22.05,10.584
CA-2016-166674,2016-01-04,RB-19360,Newell 345,Office Supplies,East,59.52,15.4752
CA-2016-166674,2016-01-04,RB-19360,Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,East,161.94,9.7164
CA-2016-166674,2016-01-04,RB-19360,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,East,263.88,71.2476
CA-2016-166674,2016-01-04,RB-19360,50 Colored Long Pencils,Office Supplies,East,30.48,7.9248
CA-2016-166674,2016-01-04,RB-19360,Newell 342,Office Supplies,East,9.84,2.8536
CA-2016-166674,2016-01-04,RB-19360,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Technology,East,35.12,9.1312
US-2014-110674,2014-12-02,SC-20095,"Global Geo Office Task Chair, Gray",Furniture,West,129.568,-24.294
CA-2014-144666,2014-09-11,JP-15520,SAFCO Boltless Steel Shelving,Office Supplies,West,340.92,3.4092
CA-2014-144666,2014-09-11,JP-15520,"Sauder Mission Library with Doors, Fruitwood Finish",Furniture,West,222.666,10.4784
CA-2014-144666,2014-09-11,JP-15520,Samsung Galaxy Note 3,Technology,West,703.968,87.996
CA-2014-144666,2014-09-11,JP-15520,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,West,92.52,24.9804
CA-2014-144666,2014-09-11,JP-15520,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Office Supplies,West,62.65,28.819
CA-2014-144666,2014-09-11,JP-15520,Xerox 1912,Office Supplies,West,94.85,45.528
CA-2016-103891,2016-12-07,KH-16690,Cisco SPA525G2 IP Phone - Wireless,Technology,West,95.76,7.182
CA-2014-134677,2014-06-10,XP-21865,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,Technology,West,9.09,1.9089
CA-2017-140963,2017-10-06,MT-18070,Alphabetical Labels for Top Tab Filing,Office Supplies,West,29.6,14.8
CA-2017-140963,2017-10-06,MT-18070,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,West,514.165,-30.245
CA-2017-140963,2017-10-06,MT-18070,iHome FM Clock Radio with Lightning Dock,Technology,West,279.96,17.4975
CA-2014-133753,2014-09-06,CW-11905,Square Credit Card Reader,Technology,Central,7.992,0.5994
CA-2014-133753,2014-09-06,CW-11905,Logitech M510 Wireless Mouse,Technology,Central,63.984,10.3974
CA-2014-133753,2014-09-06,CW-11905,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,Central,70.368,6.1572
CA-2016-169166,2016-09-05,SS-20590,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Technology,West,93.98,13.1572
CA-2017-134978,2017-12-11,EB-13705,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,East,15.92,5.373
US-2015-138303,2015-03-09,MG-18145,Eldon Gobal File Keepers,Office Supplies,East,36.336,-7.2672
